,well,find,chem,area,wqo
1998-11-03,03N23W_Ventura_NYE_01,27.0,chloride,casitas,100.0
1998-12-07,03N23W_Ventura_NYE_01,28.0,chloride,casitas,100.0
1999-01-04,03N23W_Ventura_NYE_01,33.0,chloride,casitas,100.0
1999-02-01,03N23W_Ventura_NYE_01,38.0,chloride,casitas,100.0
1999-03-01,03N23W_Ventura_NYE_01,36.0,chloride,casitas,100.0
1999-04-05,03N23W_Ventura_NYE_01,34.0,chloride,casitas,100.0
1999-05-10,03N23W_Ventura_NYE_01,36.0,chloride,casitas,100.0
1999-06-07,03N23W_Ventura_NYE_01,34.0,chloride,casitas,100.0
1999-07-12,03N23W_Ventura_NYE_01,32.0,chloride,casitas,100.0
1999-08-09,03N23W_Ventura_NYE_01,32.0,chloride,casitas,100.0
1999-09-13,03N23W_Ventura_NYE_01,31.0,chloride,casitas,100.0
1999-10-04,03N23W_Ventura_NYE_01,32.0,chloride,casitas,100.0
1999-11-01,03N23W_Ventura_NYE_01,25.0,chloride,casitas,100.0
1999-12-06,03N23W_Ventura_NYE_01,38.0,chloride,casitas,100.0
2000-01-10,03N23W_Ventura_NYE_01,36.0,chloride,casitas,100.0
2000-02-07,03N23W_Ventura_NYE_01,38.0,chloride,casitas,100.0
2000-03-06,03N23W_Ventura_NYE_01,37.0,chloride,casitas,100.0
2000-04-03,03N23W_Ventura_NYE_01,34.0,chloride,casitas,100.0
2000-09-11,03N23W_Ventura_NYE_01,33.0,chloride,casitas,100.0
2000-10-02,03N23W_Ventura_NYE_01,23.0,chloride,casitas,100.0
2000-11-06,03N23W_Ventura_NYE_01,37.0,chloride,casitas,100.0
2000-12-04,03N23W_Ventura_NYE_01,39.0,chloride,casitas,100.0
2001-01-08,03N23W_Ventura_NYE_01,42.0,chloride,casitas,100.0
2001-02-05,03N23W_Ventura_NYE_01,45.0,chloride,casitas,100.0
2002-09-09,03N23W_Ventura_NYE_01A,40.0,chloride,casitas,100.0
2002-10-07,03N23W_Ventura_NYE_01A,39.0,chloride,casitas,100.0
2002-11-04,03N23W_Ventura_NYE_01A,39.0,chloride,casitas,100.0
2002-12-03,03N23W_Ventura_NYE_01A,50.0,chloride,casitas,100.0
2003-01-06,03N23W_Ventura_NYE_01A,49.0,chloride,casitas,100.0
2003-02-03,03N23W_Ventura_NYE_01A,51.0,chloride,casitas,100.0
2003-03-03,03N23W_Ventura_NYE_01A,54.0,chloride,casitas,100.0
2003-04-07,03N23W_Ventura_NYE_01A,47.0,chloride,casitas,100.0
2003-05-05,03N23W_Ventura_NYE_01A,42.0,chloride,casitas,100.0
2003-06-09,03N23W_Ventura_NYE_01A,43.0,chloride,casitas,100.0
2003-07-07,03N23W_Ventura_NYE_01A,42.0,chloride,casitas,100.0
2003-08-04,03N23W_Ventura_NYE_01A,42.0,chloride,casitas,100.0
2003-09-08,03N23W_Ventura_NYE_01A,34.0,chloride,casitas,100.0
2003-10-06,03N23W_Ventura_NYE_01A,32.0,chloride,casitas,100.0
2003-11-03,03N23W_Ventura_NYE_01A,34.0,chloride,casitas,100.0
2003-12-01,03N23W_Ventura_NYE_01A,33.0,chloride,casitas,100.0
2004-01-05,03N23W_Ventura_NYE_01A,38.0,chloride,casitas,100.0
2004-02-02,03N23W_Ventura_NYE_01A,48.0,chloride,casitas,100.0
2004-03-01,03N23W_Ventura_NYE_01A,48.0,chloride,casitas,100.0
2004-04-05,03N23W_Ventura_NYE_01A,50.0,chloride,casitas,100.0
2004-05-03,03N23W_Ventura_NYE_01A,48.0,chloride,casitas,100.0
2004-06-07,03N23W_Ventura_NYE_01A,45.0,chloride,casitas,100.0
2004-07-12,03N23W_Ventura_NYE_01A,43.0,chloride,casitas,100.0
2004-08-09,03N23W_Ventura_NYE_01A,43.0,chloride,casitas,100.0
2004-09-13,03N23W_Ventura_NYE_01A,42.0,chloride,casitas,100.0
2004-10-04,03N23W_Ventura_NYE_01A,44.0,chloride,casitas,100.0
2004-11-01,03N23W_Ventura_NYE_01A,50.0,chloride,casitas,100.0
2004-12-06,03N23W_Ventura_NYE_01A,49.0,chloride,casitas,100.0
2005-01-03,03N23W_Ventura_NYE_01A,37.0,chloride,casitas,100.0
1983-07-28,03N23W05A01S,28.0,chloride,casitas,100.0
1984-07-10,03N23W05A01S,36.0,chloride,casitas,100.0
1984-11-21,03N23W05A01S,46.0,chloride,casitas,100.0
1985-11-15,03N23W05A01S,51.0,chloride,casitas,100.0
1985-12-19,03N23W05A01S,53.0,chloride,casitas,100.0
1986-04-10,03N23W05A01S,42.0,chloride,casitas,100.0
1986-12-08,03N23W05A01S,40.0,chloride,casitas,100.0
1987-05-06,03N23W05A01S,44.0,chloride,casitas,100.0
1972-09-01,03N23W05B01S,54.0,chloride,casitas,100.0
1975-05-01,03N23W05B01S,42.0,chloride,casitas,100.0
1978-06-14,03N23W05B01S,21.0,chloride,casitas,100.0
1991-09-09,03N23W05B01S,40.0,chloride,casitas,100.0
1999-08-18,03N23W05B01S,32.0,chloride,casitas,100.0
1967-03-08,03N23W05H01S,47.0,chloride,casitas,100.0
1975-03-25,03N23W05H01S,45.0,chloride,casitas,100.0
1986-12-08,03N23W05H01S,30.0,chloride,casitas,100.0
1989-11-30,03N23W05H01S,39.0,chloride,casitas,100.0
1990-07-10,03N23W05H01S,54.0,chloride,casitas,100.0
1992-10-19,03N23W05H01S,39.0,chloride,casitas,100.0
1995-03-03,03N23W05H01S,16.0,chloride,casitas,100.0
1998-06-08,03N23W05H01S,15.0,chloride,casitas,100.0
2001-07-26,03N23W05H01S,31.0,chloride,casitas,100.0
2004-09-27,03N23W05H01S,39.0,chloride,casitas,100.0
2007-07-12,03N23W05H01S,39.0,chloride,casitas,100.0
2010-07-06,03N23W05H01S,37.0,chloride,casitas,100.0
2013-07-09,03N23W05H01S,53.0,chloride,casitas,100.0
2016-08-16,03N23W05H01S,73.0,chloride,casitas,100.0
2019-05-17,03N23W05H01S,38.0,chloride,casitas,100.0
1984-07-10,03N23W05K01S,32.0,chloride,casitas,100.0
1985-08-20,03N23W05K01S,28.0,chloride,casitas,100.0
1987-05-06,03N23W05K01S,43.0,chloride,casitas,100.0
1987-11-19,03N23W05K01S,43.0,chloride,casitas,100.0
1988-05-05,03N23W05K01S,45.0,chloride,casitas,100.0
1990-04-26,03N23W05K01S,57.0,chloride,casitas,100.0
1990-11-05,03N23W05K01S,50.0,chloride,casitas,100.0
1991-04-24,03N23W05K01S,44.0,chloride,casitas,100.0
1995-09-11,03N23W05P02S,24.0,chloride,casitas,100.0
1995-11-06,03N23W05P02S,30.0,chloride,casitas,100.0
1995-12-04,03N23W05P02S,29.0,chloride,casitas,100.0
1996-03-04,03N23W05P02S,31.0,chloride,casitas,100.0
1996-04-01,03N23W05P02S,35.0,chloride,casitas,100.0
1996-05-06,03N23W05P02S,41.0,chloride,casitas,100.0
1996-06-03,03N23W05P02S,40.0,chloride,casitas,100.0
1996-07-01,03N23W05P02S,32.0,chloride,casitas,100.0
1996-08-05,03N23W05P02S,36.0,chloride,casitas,100.0
1996-09-09,03N23W05P02S,30.0,chloride,casitas,100.0
1996-10-07,03N23W05P02S,33.0,chloride,casitas,100.0
1996-11-04,03N23W05P02S,37.0,chloride,casitas,100.0
1996-12-02,03N23W05P02S,44.0,chloride,casitas,100.0
1997-01-06,03N23W05P02S,41.0,chloride,casitas,100.0
1997-02-03,03N23W05P02S,36.0,chloride,casitas,100.0
1997-03-03,03N23W05P02S,31.0,chloride,casitas,100.0
1997-04-07,03N23W05P02S,35.0,chloride,casitas,100.0
1997-05-05,03N23W05P02S,39.0,chloride,casitas,100.0
1997-07-07,03N23W05P02S,43.0,chloride,casitas,100.0
1997-08-04,03N23W05P02S,43.0,chloride,casitas,100.0
1997-09-08,03N23W05P02S,39.0,chloride,casitas,100.0
1997-10-06,03N23W05P02S,38.0,chloride,casitas,100.0
1997-11-03,03N23W05P02S,39.0,chloride,casitas,100.0
1997-12-01,03N23W05P02S,44.0,chloride,casitas,100.0
1998-01-05,03N23W05P02S,47.0,chloride,casitas,100.0
1998-05-04,03N23W05P02S,16.0,chloride,casitas,100.0
1998-06-01,03N23W05P02S,14.0,chloride,casitas,100.0
1998-07-06,03N23W05P02S,18.0,chloride,casitas,100.0
1998-08-03,03N23W05P02S,20.0,chloride,casitas,100.0
1998-09-14,03N23W05P02S,19.0,chloride,casitas,100.0
1998-10-05,03N23W05P02S,20.0,chloride,casitas,100.0
1998-11-03,03N23W05P02S,28.0,chloride,casitas,100.0
1998-12-07,03N23W05P02S,47.0,chloride,casitas,100.0
1999-01-04,03N23W05P02S,33.0,chloride,casitas,100.0
1999-02-01,03N23W05P02S,38.0,chloride,casitas,100.0
1999-03-01,03N23W05P02S,35.0,chloride,casitas,100.0
1999-04-05,03N23W05P02S,34.0,chloride,casitas,100.0
1999-05-10,03N23W05P02S,35.0,chloride,casitas,100.0
1999-06-07,03N23W05P02S,33.0,chloride,casitas,100.0
1999-07-12,03N23W05P02S,31.0,chloride,casitas,100.0
1999-08-09,03N23W05P02S,31.0,chloride,casitas,100.0
1999-09-13,03N23W05P02S,30.0,chloride,casitas,100.0
1999-10-04,03N23W05P02S,31.0,chloride,casitas,100.0
1999-11-01,03N23W05P02S,42.0,chloride,casitas,100.0
1999-12-06,03N23W05P02S,38.0,chloride,casitas,100.0
2000-01-10,03N23W05P02S,34.0,chloride,casitas,100.0
2000-03-06,03N23W05P02S,36.0,chloride,casitas,100.0
2000-04-03,03N23W05P02S,31.0,chloride,casitas,100.0
2000-05-01,03N23W05P02S,33.0,chloride,casitas,100.0
2000-06-05,03N23W05P02S,29.0,chloride,casitas,100.0
2000-07-10,03N23W05P02S,32.0,chloride,casitas,100.0
2000-08-07,03N23W05P02S,31.0,chloride,casitas,100.0
2000-09-11,03N23W05P02S,31.0,chloride,casitas,100.0
2000-10-02,03N23W05P02S,23.0,chloride,casitas,100.0
2002-01-07,03N23W05P02S,47.0,chloride,casitas,100.0
2002-02-04,03N23W05P02S,35.0,chloride,casitas,100.0
2002-03-04,03N23W05P02S,34.0,chloride,casitas,100.0
2002-04-01,03N23W05P02S,33.0,chloride,casitas,100.0
2002-05-06,03N23W05P02S,33.0,chloride,casitas,100.0
2002-06-03,03N23W05P02S,38.0,chloride,casitas,100.0
2002-07-08,03N23W05P02S,45.0,chloride,casitas,100.0
2002-08-05,03N23W05P02S,42.0,chloride,casitas,100.0
2002-09-09,03N23W05P02S,40.0,chloride,casitas,100.0
2002-12-03,03N23W05P02S,50.0,chloride,casitas,100.0
2003-01-06,03N23W05P02S,56.0,chloride,casitas,100.0
2003-02-03,03N23W05P02S,54.0,chloride,casitas,100.0
2003-03-03,03N23W05P02S,57.0,chloride,casitas,100.0
2003-04-07,03N23W05P02S,46.0,chloride,casitas,100.0
2003-05-05,03N23W05P02S,41.0,chloride,casitas,100.0
2003-06-09,03N23W05P02S,40.0,chloride,casitas,100.0
2003-07-07,03N23W05P02S,39.0,chloride,casitas,100.0
2003-08-04,03N23W05P02S,40.0,chloride,casitas,100.0
2003-09-08,03N23W05P02S,31.0,chloride,casitas,100.0
2003-10-06,03N23W05P02S,30.0,chloride,casitas,100.0
2003-11-03,03N23W05P02S,33.0,chloride,casitas,100.0
2003-12-01,03N23W05P02S,35.0,chloride,casitas,100.0
2004-01-05,03N23W05P02S,43.0,chloride,casitas,100.0
2004-02-02,03N23W05P02S,55.0,chloride,casitas,100.0
2004-03-01,03N23W05P02S,54.0,chloride,casitas,100.0
2004-04-05,03N23W05P02S,49.0,chloride,casitas,100.0
2004-05-03,03N23W05P02S,46.0,chloride,casitas,100.0
2004-06-07,03N23W05P02S,43.0,chloride,casitas,100.0
2004-07-12,03N23W05P02S,41.0,chloride,casitas,100.0
2004-08-09,03N23W05P02S,42.0,chloride,casitas,100.0
2004-09-13,03N23W05P02S,41.0,chloride,casitas,100.0
2004-10-04,03N23W05P02S,43.0,chloride,casitas,100.0
2004-11-01,03N23W05P02S,54.0,chloride,casitas,100.0
2004-12-06,03N23W05P02S,53.0,chloride,casitas,100.0
2005-01-03,03N23W05P02S,41.0,chloride,casitas,100.0
2009-03-09,03N23W05P02S,47.0,chloride,casitas,100.0
2009-04-06,03N23W05P02S,42.0,chloride,casitas,100.0
2009-05-04,03N23W05P02S,39.0,chloride,casitas,100.0
2009-06-01,03N23W05P02S,40.0,chloride,casitas,100.0
2009-07-06,03N23W05P02S,40.0,chloride,casitas,100.0
2009-08-03,03N23W05P02S,39.0,chloride,casitas,100.0
2009-11-02,03N23W05P02S,43.0,chloride,casitas,100.0
2010-04-05,03N23W05P02S,43.0,chloride,casitas,100.0
2010-05-17,03N23W05P02S,36.0,chloride,casitas,100.0
2010-08-02,03N23W05P02S,37.0,chloride,casitas,100.0
2010-09-07,03N23W05P02S,36.0,chloride,casitas,100.0
2010-10-04,03N23W05P02S,35.0,chloride,casitas,100.0
2010-12-06,03N23W05P02S,39.0,chloride,casitas,100.0
2011-01-03,03N23W05P02S,35.0,chloride,casitas,100.0
2011-03-07,03N23W05P02S,36.0,chloride,casitas,100.0
2011-04-04,03N23W05P02S,31.0,chloride,casitas,100.0
2011-05-02,03N23W05P02S,34.0,chloride,casitas,100.0
2011-06-06,03N23W05P02S,35.0,chloride,casitas,100.0
2011-07-11,03N23W05P02S,34.0,chloride,casitas,100.0
2011-08-08,03N23W05P02S,46.0,chloride,casitas,100.0
2011-09-12,03N23W05P02S,33.0,chloride,casitas,100.0
2011-10-03,03N23W05P02S,36.0,chloride,casitas,100.0
2011-11-07,03N23W05P02S,32.0,chloride,casitas,100.0
2011-12-05,03N23W05P02S,34.0,chloride,casitas,100.0
2012-01-09,03N23W05P02S,36.0,chloride,casitas,100.0
2012-03-05,03N23W05P02S,37.0,chloride,casitas,100.0
2012-04-02,03N23W05P02S,44.0,chloride,casitas,100.0
2012-05-07,03N23W05P02S,48.0,chloride,casitas,100.0
2012-06-04,03N23W05P02S,41.0,chloride,casitas,100.0
2012-07-02,03N23W05P02S,35.0,chloride,casitas,100.0
2012-09-10,03N23W05P02S,39.0,chloride,casitas,100.0
2012-10-01,03N23W05P02S,39.0,chloride,casitas,100.0
2012-11-05,03N23W05P02S,38.0,chloride,casitas,100.0
2013-05-06,03N23W05P02S,53.0,chloride,casitas,100.0
2013-06-03,03N23W05P02S,62.0,chloride,casitas,100.0
2013-07-01,03N23W05P02S,52.0,chloride,casitas,100.0
2013-08-12,03N23W05P02S,50.0,chloride,casitas,100.0
2013-09-09,03N23W05P02S,50.0,chloride,casitas,100.0
2013-10-07,03N23W05P02S,50.0,chloride,casitas,100.0
2013-11-04,03N23W05P02S,52.0,chloride,casitas,100.0
2013-12-02,03N23W05P02S,50.0,chloride,casitas,100.0
2014-03-06,03N23W05P02S,50.0,chloride,casitas,100.0
2014-04-07,03N23W05P02S,56.0,chloride,casitas,100.0
2014-05-05,03N23W05P02S,40.0,chloride,casitas,100.0
2014-06-02,03N23W05P02S,56.0,chloride,casitas,100.0
2014-07-07,03N23W05P02S,56.0,chloride,casitas,100.0
2014-08-04,03N23W05P02S,53.0,chloride,casitas,100.0
2014-09-08,03N23W05P02S,52.0,chloride,casitas,100.0
2014-10-06,03N23W05P02S,53.0,chloride,casitas,100.0
2015-04-06,03N23W05P02S,60.0,chloride,casitas,100.0
2016-04-26,03N23W05P02S,72.0,chloride,casitas,100.0
2016-06-06,03N23W05P02S,75.0,chloride,casitas,100.0
2016-07-11,03N23W05P02S,66.0,chloride,casitas,100.0
2016-08-01,03N23W05P02S,67.0,chloride,casitas,100.0
2016-09-12,03N23W05P02S,68.0,chloride,casitas,100.0
2017-02-06,03N23W05P02S,55.0,chloride,casitas,100.0
2017-04-03,03N23W05P02S,53.0,chloride,casitas,100.0
2017-05-01,03N23W05P02S,51.0,chloride,casitas,100.0
2017-06-05,03N23W05P02S,52.0,chloride,casitas,100.0
2017-07-03,03N23W05P02S,48.0,chloride,casitas,100.0
2017-08-07,03N23W05P02S,51.0,chloride,casitas,100.0
2017-09-05,03N23W05P02S,45.0,chloride,casitas,100.0
2017-10-02,03N23W05P02S,43.0,chloride,casitas,100.0
2017-11-06,03N23W05P02S,43.0,chloride,casitas,100.0
2017-12-04,03N23W05P02S,45.0,chloride,casitas,100.0
2018-01-08,03N23W05P02S,45.0,chloride,casitas,100.0
1969-07-16,03N23W08B01S,44.0,chloride,casitas,100.0
1995-09-11,03N23W08B01S,24.0,chloride,casitas,100.0
1995-11-06,03N23W08B01S,30.0,chloride,casitas,100.0
1995-12-04,03N23W08B01S,29.0,chloride,casitas,100.0
1996-03-04,03N23W08B01S,31.0,chloride,casitas,100.0
1996-04-01,03N23W08B01S,35.0,chloride,casitas,100.0
1996-05-06,03N23W08B01S,41.0,chloride,casitas,100.0
1996-06-03,03N23W08B01S,40.0,chloride,casitas,100.0
1996-07-01,03N23W08B01S,32.0,chloride,casitas,100.0
1996-08-05,03N23W08B01S,36.0,chloride,casitas,100.0
1996-09-09,03N23W08B01S,30.0,chloride,casitas,100.0
1996-10-07,03N23W08B01S,33.0,chloride,casitas,100.0
1996-11-04,03N23W08B01S,37.0,chloride,casitas,100.0
1996-12-02,03N23W08B01S,44.0,chloride,casitas,100.0
1997-01-06,03N23W08B01S,41.0,chloride,casitas,100.0
1997-02-03,03N23W08B01S,36.0,chloride,casitas,100.0
1997-03-03,03N23W08B01S,31.0,chloride,casitas,100.0
1997-04-07,03N23W08B01S,35.0,chloride,casitas,100.0
1997-05-05,03N23W08B01S,39.0,chloride,casitas,100.0
1997-07-07,03N23W08B01S,43.0,chloride,casitas,100.0
1997-08-04,03N23W08B01S,43.0,chloride,casitas,100.0
1997-09-08,03N23W08B01S,39.0,chloride,casitas,100.0
1997-10-06,03N23W08B01S,38.0,chloride,casitas,100.0
1997-11-03,03N23W08B01S,39.0,chloride,casitas,100.0
1997-12-01,03N23W08B01S,44.0,chloride,casitas,100.0
1998-01-05,03N23W08B01S,47.0,chloride,casitas,100.0
1998-05-04,03N23W08B01S,16.0,chloride,casitas,100.0
1998-06-01,03N23W08B01S,14.0,chloride,casitas,100.0
1998-07-06,03N23W08B01S,18.0,chloride,casitas,100.0
1998-08-03,03N23W08B01S,20.0,chloride,casitas,100.0
1998-09-14,03N23W08B01S,19.0,chloride,casitas,100.0
1998-10-05,03N23W08B01S,20.0,chloride,casitas,100.0
1998-11-03,03N23W08B01S,28.0,chloride,casitas,100.0
1998-12-07,03N23W08B01S,47.0,chloride,casitas,100.0
1999-01-04,03N23W08B01S,33.0,chloride,casitas,100.0
1999-02-01,03N23W08B01S,38.0,chloride,casitas,100.0
1999-03-01,03N23W08B01S,35.0,chloride,casitas,100.0
1999-04-05,03N23W08B01S,34.0,chloride,casitas,100.0
1999-05-10,03N23W08B01S,35.0,chloride,casitas,100.0
1999-06-07,03N23W08B01S,33.0,chloride,casitas,100.0
1999-07-12,03N23W08B01S,31.0,chloride,casitas,100.0
1999-08-09,03N23W08B01S,31.0,chloride,casitas,100.0
1999-09-13,03N23W08B01S,30.0,chloride,casitas,100.0
1999-10-04,03N23W08B01S,31.0,chloride,casitas,100.0
1999-11-01,03N23W08B01S,42.0,chloride,casitas,100.0
1999-12-06,03N23W08B01S,38.0,chloride,casitas,100.0
2000-01-10,03N23W08B01S,34.0,chloride,casitas,100.0
2000-02-07,03N23W08B01S,36.0,chloride,casitas,100.0
2000-03-06,03N23W08B01S,36.0,chloride,casitas,100.0
2000-04-03,03N23W08B01S,31.0,chloride,casitas,100.0
2000-05-01,03N23W08B01S,33.0,chloride,casitas,100.0
2000-06-05,03N23W08B01S,29.0,chloride,casitas,100.0
2000-07-10,03N23W08B01S,32.0,chloride,casitas,100.0
2000-08-07,03N23W08B01S,31.0,chloride,casitas,100.0
2000-09-11,03N23W08B01S,31.0,chloride,casitas,100.0
2000-10-02,03N23W08B01S,23.0,chloride,casitas,100.0
2000-11-06,03N23W08B01S,35.0,chloride,casitas,100.0
2000-12-04,03N23W08B01S,38.0,chloride,casitas,100.0
2001-01-08,03N23W08B01S,41.0,chloride,casitas,100.0
2001-02-05,03N23W08B01S,6.2,chloride,casitas,100.0
2001-04-02,03N23W08B01S,28.0,chloride,casitas,100.0
2001-05-07,03N23W08B01S,29.0,chloride,casitas,100.0
2001-06-04,03N23W08B01S,31.0,chloride,casitas,100.0
2001-07-09,03N23W08B01S,33.0,chloride,casitas,100.0
2001-08-06,03N23W08B01S,31.0,chloride,casitas,100.0
2001-09-10,03N23W08B01S,30.0,chloride,casitas,100.0
2001-10-01,03N23W08B01S,29.0,chloride,casitas,100.0
2001-11-05,03N23W08B01S,29.0,chloride,casitas,100.0
2001-12-03,03N23W08B01S,35.0,chloride,casitas,100.0
2002-01-07,03N23W08B01S,47.0,chloride,casitas,100.0
2002-02-04,03N23W08B01S,35.0,chloride,casitas,100.0
2002-03-04,03N23W08B01S,34.0,chloride,casitas,100.0
2002-04-01,03N23W08B01S,33.0,chloride,casitas,100.0
2002-05-06,03N23W08B01S,33.0,chloride,casitas,100.0
2002-06-03,03N23W08B01S,38.0,chloride,casitas,100.0
2002-07-08,03N23W08B01S,45.0,chloride,casitas,100.0
2002-08-05,03N23W08B01S,42.0,chloride,casitas,100.0
2002-09-09,03N23W08B01S,40.0,chloride,casitas,100.0
2002-12-03,03N23W08B01S,50.0,chloride,casitas,100.0
2003-01-06,03N23W08B01S,56.0,chloride,casitas,100.0
2003-02-03,03N23W08B01S,54.0,chloride,casitas,100.0
2003-03-03,03N23W08B01S,57.0,chloride,casitas,100.0
2003-04-07,03N23W08B01S,46.0,chloride,casitas,100.0
2003-05-05,03N23W08B01S,41.0,chloride,casitas,100.0
2003-06-09,03N23W08B01S,40.0,chloride,casitas,100.0
2003-07-07,03N23W08B01S,39.0,chloride,casitas,100.0
2003-08-04,03N23W08B01S,40.0,chloride,casitas,100.0
2003-09-08,03N23W08B01S,31.0,chloride,casitas,100.0
2003-10-06,03N23W08B01S,30.0,chloride,casitas,100.0
2003-11-03,03N23W08B01S,33.0,chloride,casitas,100.0
2003-12-01,03N23W08B01S,35.0,chloride,casitas,100.0
2004-01-05,03N23W08B01S,43.0,chloride,casitas,100.0
2004-02-02,03N23W08B01S,55.0,chloride,casitas,100.0
2004-03-01,03N23W08B01S,54.0,chloride,casitas,100.0
2004-04-05,03N23W08B01S,49.0,chloride,casitas,100.0
2004-05-03,03N23W08B01S,46.0,chloride,casitas,100.0
2004-06-07,03N23W08B01S,43.0,chloride,casitas,100.0
2004-07-12,03N23W08B01S,41.0,chloride,casitas,100.0
2004-08-09,03N23W08B01S,42.0,chloride,casitas,100.0
2004-09-13,03N23W08B01S,41.0,chloride,casitas,100.0
2004-10-04,03N23W08B01S,43.0,chloride,casitas,100.0
2004-11-01,03N23W08B01S,54.0,chloride,casitas,100.0
2004-12-06,03N23W08B01S,53.0,chloride,casitas,100.0
2005-01-03,03N23W08B01S,41.0,chloride,casitas,100.0
2009-03-09,03N23W08B01S,47.0,chloride,casitas,100.0
2009-04-06,03N23W08B01S,42.0,chloride,casitas,100.0
2009-05-04,03N23W08B01S,39.0,chloride,casitas,100.0
2009-06-01,03N23W08B01S,40.0,chloride,casitas,100.0
2009-07-06,03N23W08B01S,40.0,chloride,casitas,100.0
2009-08-03,03N23W08B01S,39.0,chloride,casitas,100.0
2009-11-02,03N23W08B01S,43.0,chloride,casitas,100.0
2010-04-05,03N23W08B01S,43.0,chloride,casitas,100.0
2010-05-17,03N23W08B01S,36.0,chloride,casitas,100.0
2010-08-02,03N23W08B01S,37.0,chloride,casitas,100.0
2010-09-07,03N23W08B01S,36.0,chloride,casitas,100.0
2010-10-04,03N23W08B01S,35.0,chloride,casitas,100.0
2010-12-06,03N23W08B01S,39.0,chloride,casitas,100.0
2011-01-03,03N23W08B01S,35.0,chloride,casitas,100.0
2011-03-07,03N23W08B01S,36.0,chloride,casitas,100.0
2011-04-04,03N23W08B01S,31.0,chloride,casitas,100.0
2011-05-02,03N23W08B01S,34.0,chloride,casitas,100.0
2011-06-06,03N23W08B01S,35.0,chloride,casitas,100.0
2011-07-11,03N23W08B01S,34.0,chloride,casitas,100.0
2011-08-08,03N23W08B01S,46.0,chloride,casitas,100.0
2011-09-12,03N23W08B01S,33.0,chloride,casitas,100.0
2011-10-03,03N23W08B01S,36.0,chloride,casitas,100.0
2011-11-07,03N23W08B01S,32.0,chloride,casitas,100.0
2011-12-05,03N23W08B01S,34.0,chloride,casitas,100.0
2012-01-09,03N23W08B01S,36.0,chloride,casitas,100.0
2012-02-06,03N23W08B01S,36.0,chloride,casitas,100.0
2012-03-05,03N23W08B01S,37.0,chloride,casitas,100.0
2012-04-02,03N23W08B01S,44.0,chloride,casitas,100.0
2012-05-07,03N23W08B01S,48.0,chloride,casitas,100.0
2012-06-04,03N23W08B01S,41.0,chloride,casitas,100.0
2012-07-02,03N23W08B01S,35.0,chloride,casitas,100.0
